date,service,region,cost,instances,cpu_utilization
10/27/2026,S3,us-east-1,41,0,0
10/27/2026,S3,eu-west-1,37,0,0
10/28/2026,EC2,ap-south-1,150,7,68
10/28/2026,EC2,us-east-1,192,4,81
10/28/2026,EC2,eu-west-1,106,5,60
10/28/2026,RDS,ap-south-1,136,5,41
10/28/2026,RDS,us-east-1,148,4,63
10/28/2026,RDS,eu-west-1,164,3,67
10/28/2026,S3,ap-south-1,32,0,0
10/28/2026,S3,us-east-1,27,0,0
10/28/2026,S3,eu-west-1,48,0,0
10/29/2026,EC2,ap-south-1,127,5,46
10/29/2026,EC2,us-east-1,125,10,46
10/29/2026,EC2,eu-west-1,134,9,74
10/29/2026,RDS,ap-south-1,86,3,48
10/29/2026,RDS,us-east-1,169,5,53
10/29/2026,RDS,eu-west-1,110,5,31
10/29/2026,S3,ap-south-1,13,0,0
10/29/2026,S3,us-east-1,44,0,0
10/29/2026,S3,eu-west-1,27,0,0
10/30/2026,EC2,ap-south-1,130,7,46
10/30/2026,EC2,us-east-1,117,2,43
10/30/2026,EC2,eu-west-1,102,5,66
10/30/2026,RDS,ap-south-1,144,1,15
10/30/2026,RDS,us-east-1,174,1,62
10/30/2026,RDS,eu-west-1,128,4,49
10/30/2026,S3,ap-south-1,12,0,0
10/30/2026,S3,us-east-1,21,0,0
10/30/2026,S3,eu-west-1,31,0,0
10/31/2026,EC2,ap-south-1,81,9,35
10/31/2026,EC2,us-east-1,158,8,43
10/31/2026,EC2,eu-west-1,535,4,55
10/31/2026,RDS,ap-south-1,90,2,65
10/31/2026,RDS,us-east-1,168,2,37
10/31/2026,RDS,eu-west-1,74,3,45
10/31/2026,S3,ap-south-1,49,0,0
10/31/2026,S3,us-east-1,42,0,0
10/31/2026,S3,eu-west-1,47,0,0
11/1/2026,EC2,ap-south-1,136,4,46
11/1/2026,EC2,us-east-1,105,7,36
11/1/2026,EC2,eu-west-1,138,8,21
11/1/2026,RDS,ap-south-1,132,1,33
11/1/2026,RDS,us-east-1,95,2,28
11/1/2026,RDS,eu-west-1,153,1,21
11/1/2026,S3,ap-south-1,48,0,0
11/1/2026,S3,us-east-1,45,0,0
11/1/2026,S3,eu-west-1,29,0,0
11/2/2026,EC2,ap-south-1,128,9,81
11/2/2026,EC2,us-east-1,144,5,54
11/2/2026,EC2,eu-west-1,80,7,67
11/2/2026,RDS,ap-south-1,112,5,61
11/2/2026,RDS,us-east-1,107,1,48
11/2/2026,RDS,eu-west-1,150,3,58
11/2/2026,S3,ap-south-1,21,0,0
11/2/2026,S3,us-east-1,33,0,0
11/2/2026,S3,eu-west-1,24,0,0
11/3/2026,EC2,ap-south-1,174,2,64
11/3/2026,EC2,us-east-1,463,5,71
11/3/2026,EC2,eu-west-1,140,7,80
11/3/2026,RDS,ap-south-1,95,4,67
11/3/2026,RDS,us-east-1,139,2,45
11/3/2026,RDS,eu-west-1,129,2,45
11/3/2026,S3,ap-south-1,36,0,0
11/3/2026,S3,us-east-1,38,0,0
11/3/2026,S3,eu-west-1,16,0,0
11/4/2026,EC2,ap-south-1,185,9,54
11/4/2026,EC2,us-east-1,183,3,79
11/4/2026,EC2,eu-west-1,153,6,28
11/4/2026,RDS,ap-south-1,69,4,54
11/4/2026,RDS,us-east-1,76,4,50
11/4/2026,RDS,eu-west-1,152,5,16
11/4/2026,S3,ap-south-1,46,0,0
11/4/2026,S3,us-east-1,12,0,0
11/4/2026,S3,eu-west-1,31,0,0
11/5/2026,EC2,ap-south-1,460,8,48
11/5/2026,EC2,us-east-1,133,10,24
11/5/2026,EC2,eu-west-1,134,5,44
11/5/2026,RDS,ap-south-1,64,2,38
11/5/2026,RDS,us-east-1,130,5,24
11/5/2026,RDS,eu-west-1,136,1,48
11/5/2026,S3,ap-south-1,36,0,0
11/5/2026,S3,us-east-1,19,0,0
11/5/2026,S3,eu-west-1,37,0,0
11/6/2026,EC2,ap-south-1,157,2,83
11/6/2026,EC2,us-east-1,163,7,60
11/6/2026,EC2,eu-west-1,137,7,44
11/6/2026,RDS,ap-south-1,83,3,44
11/6/2026,RDS,us-east-1,139,2,44
11/6/2026,RDS,eu-west-1,136,3,23
11/6/2026,S3,ap-south-1,22,0,0
11/6/2026,S3,us-east-1,31,0,0
11/6/2026,S3,eu-west-1,50,0,0
11/7/2026,EC2,ap-south-1,194,8,45
11/7/2026,EC2,us-east-1,196,5,80
11/7/2026,EC2,eu-west-1,113,2,32
11/7/2026,RDS,ap-south-1,189,3,55
11/7/2026,RDS,us-east-1,76,1,42
11/7/2026,RDS,eu-west-1,98,3,49
11/7/2026,S3,ap-south-1,34,0,0
11/7/2026,S3,us-east-1,39,0,0
11/7/2026,S3,eu-west-1,11,0,0
11/8/2026,EC2,ap-south-1,106,10,65
11/8/2026,EC2,us-east-1,80,8,21
11/8/2026,EC2,eu-west-1,152,7,78
11/8/2026,RDS,ap-south-1,138,4,44
11/8/2026,RDS,us-east-1,65,2,42
11/8/2026,RDS,eu-west-1,98,3,32
11/8/2026,S3,ap-south-1,41,0,0
11/8/2026,S3,us-east-1,36,0,0
11/8/2026,S3,eu-west-1,20,0,0
11/9/2026,EC2,ap-south-1,187,5,53
11/9/2026,EC2,us-east-1,188,7,49
11/9/2026,EC2,eu-west-1,185,2,30
11/9/2026,RDS,ap-south-1,120,4,21
11/9/2026,RDS,us-east-1,99,2,25
11/9/2026,RDS,eu-west-1,109,5,70
11/9/2026,S3,ap-south-1,49,0,0
11/9/2026,S3,us-east-1,23,0,0
11/9/2026,S3,eu-west-1,39,0,0
11/10/2026,EC2,ap-south-1,136,2,68
11/10/2026,EC2,us-east-1,156,8,20
11/10/2026,EC2,eu-west-1,165,10,51
11/10/2026,RDS,ap-south-1,166,3,38
11/10/2026,RDS,us-east-1,125,5,29
11/10/2026,RDS,eu-west-1,104,3,32
11/10/2026,S3,ap-south-1,46,0,0
11/10/2026,S3,us-east-1,28,0,0
11/10/2026,S3,eu-west-1,25,0,0
11/11/2026,EC2,ap-south-1,90,6,76
11/11/2026,EC2,us-east-1,89,8,59
11/11/2026,EC2,eu-west-1,168,3,83
11/11/2026,RDS,ap-south-1,92,5,51
11/11/2026,RDS,us-east-1,66,2,41
11/11/2026,RDS,eu-west-1,117,4,48
11/11/2026,S3,ap-south-1,12,0,0
11/11/2026,S3,us-east-1,44,0,0
11/11/2026,S3,eu-west-1,15,0,0
11/12/2026,EC2,ap-south-1,144,8,49
11/12/2026,EC2,us-east-1,121,2,25
11/12/2026,EC2,eu-west-1,149,2,82
11/12/2026,RDS,ap-south-1,72,1,29
11/12/2026,RDS,us-east-1,158,2,18
11/12/2026,RDS,eu-west-1,168,2,62
11/12/2026,S3,ap-south-1,37,0,0
11/12/2026,S3,us-east-1,17,0,0
11/12/2026,S3,eu-west-1,39,0,0
11/13/2026,EC2,ap-south-1,179,7,72
11/13/2026,EC2,us-east-1,153,8,31
11/13/2026,EC2,eu-west-1,567,10,76
11/13/2026,RDS,ap-south-1,193,2,40
11/13/2026,RDS,us-east-1,182,2,47
11/13/2026,RDS,eu-west-1,111,1,28
11/13/2026,S3,ap-south-1,35,0,0
11/13/2026,S3,us-east-1,22,0,0
11/13/2026,S3,eu-west-1,22,0,0
11/14/2026,EC2,ap-south-1,159,3,24
11/14/2026,EC2,us-east-1,624,3,22
11/14/2026,EC2,eu-west-1,198,3,27
11/14/2026,RDS,ap-south-1,145,2,67
11/14/2026,RDS,us-east-1,196,1,41
11/14/2026,RDS,eu-west-1,170,4,62
11/14/2026,S3,ap-south-1,48,0,0
11/14/2026,S3,us-east-1,18,0,0
11/14/2026,S3,eu-west-1,47,0,0
11/15/2026,EC2,ap-south-1,83,10,73
11/15/2026,EC2,us-east-1,111,6,27
11/15/2026,EC2,eu-west-1,183,8,30
11/15/2026,RDS,ap-south-1,127,2,16
11/15/2026,RDS,us-east-1,139,3,61
11/15/2026,RDS,eu-west-1,157,4,64
11/15/2026,S3,ap-south-1,44,0,0
11/15/2026,S3,us-east-1,44,0,0
11/15/2026,S3,eu-west-1,17,0,0
11/16/2026,EC2,ap-south-1,168,9,40
11/16/2026,EC2,us-east-1,151,6,85
11/16/2026,EC2,eu-west-1,152,3,36
11/16/2026,RDS,ap-south-1,166,1,34
11/16/2026,RDS,us-east-1,110,4,51
11/16/2026,RDS,eu-west-1,104,2,19
11/16/2026,S3,ap-south-1,47,0,0
11/16/2026,S3,us-east-1,11,0,0
11/16/2026,S3,eu-west-1,29,0,0
11/17/2026,EC2,ap-south-1,197,9,54
11/17/2026,EC2,us-east-1,149,10,38
11/17/2026,EC2,eu-west-1,150,6,24
11/17/2026,RDS,ap-south-1,130,4,32
11/17/2026,RDS,us-east-1,196,5,22
11/17/2026,RDS,eu-west-1,149,4,51
11/17/2026,S3,ap-south-1,35,0,0
11/17/2026,S3,us-east-1,39,0,0
11/17/2026,S3,eu-west-1,29,0,0
11/18/2026,EC2,ap-south-1,88,10,52
11/18/2026,EC2,us-east-1,195,2,46
11/18/2026,EC2,eu-west-1,187,8,24
11/18/2026,RDS,ap-south-1,69,3,34
11/18/2026,RDS,us-east-1,103,4,43
11/18/2026,RDS,eu-west-1,175,5,42
11/18/2026,S3,ap-south-1,17,0,0
11/18/2026,S3,us-east-1,29,0,0
11/18/2026,S3,eu-west-1,39,0,0
11/19/2026,EC2,ap-south-1,163,2,64
11/19/2026,EC2,us-east-1,128,6,30
11/19/2026,EC2,eu-west-1,121,9,84
11/19/2026,RDS,ap-south-1,84,4,45
11/19/2026,RDS,us-east-1,163,1,23
11/19/2026,RDS,eu-west-1,115,1,40
11/19/2026,S3,ap-south-1,50,0,0
11/19/2026,S3,us-east-1,27,0,0
11/19/2026,S3,eu-west-1,28,0,0
11/20/2026,EC2,ap-south-1,565,10,31
11/20/2026,EC2,us-east-1,195,6,57
11/20/2026,EC2,eu-west-1,86,10,48
11/20/2026,RDS,ap-south-1,147,1,60
11/20/2026,RDS,us-east-1,178,3,33
11/20/2026,RDS,eu-west-1,85,3,25
11/20/2026,S3,ap-south-1,10,0,0
11/20/2026,S3,us-east-1,22,0,0
11/20/2026,S3,eu-west-1,45,0,0
11/21/2026,EC2,ap-south-1,169,8,26
11/21/2026,EC2,us-east-1,166,4,66
11/21/2026,EC2,eu-west-1,91,4,59
11/21/2026,RDS,ap-south-1,120,5,56
11/21/2026,RDS,us-east-1,104,4,31
11/21/2026,RDS,eu-west-1,100,4,62
11/21/2026,S3,ap-south-1,28,0,0
11/21/2026,S3,us-east-1,44,0,0
11/21/2026,S3,eu-west-1,21,0,0
11/22/2026,EC2,ap-south-1,112,10,36
11/22/2026,EC2,us-east-1,120,2,48
11/22/2026,EC2,eu-west-1,143,2,53
11/22/2026,RDS,ap-south-1,166,4,26
11/22/2026,RDS,us-east-1,98,1,25
11/22/2026,RDS,eu-west-1,146,2,32
11/22/2026,S3,ap-south-1,41,0,0
11/22/2026,S3,us-east-1,35,0,0
11/22/2026,S3,eu-west-1,29,0,0
11/23/2026,EC2,ap-south-1,91,4,37
11/23/2026,EC2,us-east-1,91,3,35
11/23/2026,EC2,eu-west-1,178,5,84
11/23/2026,RDS,ap-south-1,108,3,25
11/23/2026,RDS,us-east-1,68,1,37
11/23/2026,RDS,eu-west-1,124,3,17
11/23/2026,S3,ap-south-1,19,0,0
11/23/2026,S3,us-east-1,16,0,0
11/23/2026,S3,eu-west-1,27,0,0
11/24/2026,EC2,ap-south-1,84,2,50
11/24/2026,EC2,us-east-1,182,4,62
11/24/2026,EC2,eu-west-1,126,6,72
11/24/2026,RDS,ap-south-1,124,2,46
11/24/2026,RDS,us-east-1,98,1,31
11/24/2026,RDS,eu-west-1,102,3,28
11/24/2026,S3,ap-south-1,48,0,0
11/24/2026,S3,us-east-1,39,0,0
11/24/2026,S3,eu-west-1,34,0,0
11/25/2026,EC2,ap-south-1,86,8,85
11/25/2026,EC2,us-east-1,136,2,27
11/25/2026,EC2,eu-west-1,164,9,42
11/25/2026,RDS,ap-south-1,67,4,18
11/25/2026,RDS,us-east-1,176,3,62
11/25/2026,RDS,eu-west-1,166,5,19
11/25/2026,S3,ap-south-1,15,0,0
11/25/2026,S3,us-east-1,48,0,0
11/25/2026,S3,eu-west-1,30,0,0
11/26/2026,EC2,ap-south-1,164,7,46
11/26/2026,EC2,us-east-1,137,4,60
11/26/2026,EC2,eu-west-1,143,2,65
11/26/2026,RDS,ap-south-1,73,4,22
11/26/2026,RDS,us-east-1,117,2,28
11/26/2026,RDS,eu-west-1,141,1,43
11/26/2026,S3,ap-south-1,45,0,0
11/26/2026,S3,us-east-1,23,0,0
11/26/2026,S3,eu-west-1,50,0,0
11/27/2026,EC2,ap-south-1,91,5,77
11/27/2026,EC2,us-east-1,169,5,47
11/27/2026,EC2,eu-west-1,139,4,23
11/27/2026,RDS,ap-south-1,108,5,36
11/27/2026,RDS,us-east-1,79,5,59
11/27/2026,RDS,eu-west-1,98,5,26
11/27/2026,S3,ap-south-1,47,0,0
11/27/2026,S3,us-east-1,37,0,0
11/27/2026,S3,eu-west-1,40,0,0
11/28/2026,EC2,ap-south-1,164,6,79
11/28/2026,EC2,us-east-1,164,9,67
11/28/2026,EC2,eu-west-1,190,4,70
11/28/2026,RDS,ap-south-1,100,2,60
11/28/2026,RDS,us-east-1,196,2,49
11/28/2026,RDS,eu-west-1,93,1,18
11/28/2026,S3,ap-south-1,48,0,0
11/28/2026,S3,us-east-1,42,0,0
11/28/2026,S3,eu-west-1,41,0,0
11/29/2026,EC2,ap-south-1,171,2,83
11/29/2026,EC2,us-east-1,155,7,53
11/29/2026,EC2,eu-west-1,191,10,41
11/29/2026,RDS,ap-south-1,172,1,52
11/29/2026,RDS,us-east-1,168,1,15
11/29/2026,RDS,eu-west-1,180,2,51
11/29/2026,S3,ap-south-1,31,0,0
11/29/2026,S3,us-east-1,48,0,0
11/29/2026,S3,eu-west-1,46,0,0
11/30/2026,EC2,ap-south-1,184,3,29
11/30/2026,EC2,us-east-1,159,2,33
11/30/2026,EC2,eu-west-1,189,5,32
11/30/2026,RDS,ap-south-1,169,1,42
11/30/2026,RDS,us-east-1,147,1,38
11/30/2026,RDS,eu-west-1,117,1,43
11/30/2026,S3,ap-south-1,10,0,0
11/30/2026,S3,us-east-1,45,0,0
11/30/2026,S3,eu-west-1,12,0,0
12/1/2026,EC2,ap-south-1,105,8,25
12/1/2026,EC2,us-east-1,95,3,28
12/1/2026,EC2,eu-west-1,177,8,30
12/1/2026,RDS,ap-south-1,183,3,50
12/1/2026,RDS,us-east-1,157,5,56
12/1/2026,RDS,eu-west-1,108,4,31
12/1/2026,S3,ap-south-1,50,0,0
12/1/2026,S3,us-east-1,19,0,0
12/1/2026,S3,eu-west-1,34,0,0
12/2/2026,EC2,ap-south-1,121,2,66
12/2/2026,EC2,us-east-1,124,4,44
12/2/2026,EC2,eu-west-1,162,3,76
12/2/2026,RDS,ap-south-1,196,3,66
12/2/2026,RDS,us-east-1,82,5,66
12/2/2026,RDS,eu-west-1,90,4,55
12/2/2026,S3,ap-south-1,12,0,0
12/2/2026,S3,us-east-1,29,0,0
12/2/2026,S3,eu-west-1,29,0,0
12/3/2026,EC2,ap-south-1,171,3,44
12/3/2026,EC2,us-east-1,195,6,42
12/3/2026,EC2,eu-west-1,142,8,78
12/3/2026,RDS,ap-south-1,147,1,20
12/3/2026,RDS,us-east-1,105,4,63
12/3/2026,RDS,eu-west-1,106,5,45
12/3/2026,S3,ap-south-1,15,0,0
12/3/2026,S3,us-east-1,41,0,0
12/3/2026,S3,eu-west-1,39,0,0
12/4/2026,EC2,ap-south-1,195,7,74
12/4/2026,EC2,us-east-1,129,6,32
12/4/2026,EC2,eu-west-1,149,4,21
12/4/2026,RDS,ap-south-1,71,4,62
12/4/2026,RDS,us-east-1,155,2,51
12/4/2026,RDS,eu-west-1,111,2,51
12/4/2026,S3,ap-south-1,15,0,0
12/4/2026,S3,us-east-1,42,0,0
12/4/2026,S3,eu-west-1,34,0,0
12/5/2026,EC2,ap-south-1,190,10,81
12/5/2026,EC2,us-east-1,122,10,84
12/5/2026,EC2,eu-west-1,122,3,73
12/5/2026,RDS,ap-south-1,89,1,62
12/5/2026,RDS,us-east-1,132,4,23
12/5/2026,RDS,eu-west-1,133,5,68
12/5/2026,S3,ap-south-1,11,0,0
12/5/2026,S3,us-east-1,37,0,0
12/5/2026,S3,eu-west-1,19,0,0
12/6/2026,EC2,ap-south-1,197,4,48
12/6/2026,EC2,us-east-1,192,4,62
12/6/2026,EC2,eu-west-1,167,5,65
12/6/2026,RDS,ap-south-1,111,1,65
12/6/2026,RDS,us-east-1,98,4,42
12/6/2026,RDS,eu-west-1,153,1,22
12/6/2026,S3,ap-south-1,45,0,0
12/6/2026,S3,us-east-1,41,0,0
12/6/2026,S3,eu-west-1,32,0,0
12/7/2026,EC2,ap-south-1,521,9,64
12/7/2026,EC2,us-east-1,107,8,73
12/7/2026,EC2,eu-west-1,128,2,30
12/7/2026,RDS,ap-south-1,118,1,57
12/7/2026,RDS,us-east-1,183,5,25
12/7/2026,RDS,eu-west-1,88,4,54
12/7/2026,S3,ap-south-1,28,0,0
12/7/2026,S3,us-east-1,14,0,0
12/7/2026,S3,eu-west-1,35,0,0
12/8/2026,EC2,ap-south-1,178,9,62
12/8/2026,EC2,us-east-1,108,5,45
12/8/2026,EC2,eu-west-1,133,9,72
12/8/2026,RDS,ap-south-1,80,5,62
12/8/2026,RDS,us-east-1,156,2,65
12/8/2026,RDS,eu-west-1,167,4,46
12/8/2026,S3,ap-south-1,30,0,0
12/8/2026,S3,us-east-1,44,0,0
12/8/2026,S3,eu-west-1,24,0,0
12/9/2026,EC2,ap-south-1,167,2,58
12/9/2026,EC2,us-east-1,172,7,69
12/9/2026,EC2,eu-west-1,496,4,52
12/9/2026,RDS,ap-south-1,98,2,63
12/9/2026,RDS,us-east-1,130,4,30
12/9/2026,RDS,eu-west-1,68,1,46
12/9/2026,S3,ap-south-1,25,0,0
12/9/2026,S3,us-east-1,43,0,0
12/9/2026,S3,eu-west-1,16,0,0
12/10/2026,EC2,ap-south-1,174,4,48
12/10/2026,EC2,us-east-1,141,5,71
12/10/2026,EC2,eu-west-1,167,9,75
12/10/2026,RDS,ap-south-1,186,2,56
12/10/2026,RDS,us-east-1,117,4,57
12/10/2026,RDS,eu-west-1,162,4,51
12/10/2026,S3,ap-south-1,38,0,0
12/10/2026,S3,us-east-1,30,0,0
12/10/2026,S3,eu-west-1,30,0,0
12/11/2026,EC2,ap-south-1,198,3,84
12/11/2026,EC2,us-east-1,153,9,80
12/11/2026,EC2,eu-west-1,171,7,43
12/11/2026,RDS,ap-south-1,159,5,46
12/11/2026,RDS,us-east-1,97,3,60
12/11/2026,RDS,eu-west-1,72,5,31
12/11/2026,S3,ap-south-1,17,0,0
12/11/2026,S3,us-east-1,41,0,0
12/11/2026,S3,eu-west-1,10,0,0
12/12/2026,EC2,ap-south-1,116,6,79
12/12/2026,EC2,us-east-1,183,4,84
12/12/2026,EC2,eu-west-1,129,4,36
12/12/2026,RDS,ap-south-1,65,1,69
12/12/2026,RDS,us-east-1,96,2,45
12/12/2026,RDS,eu-west-1,195,2,54
12/12/2026,S3,ap-south-1,38,0,0
12/12/2026,S3,us-east-1,27,0,0
12/12/2026,S3,eu-west-1,49,0,0
12/13/2026,EC2,ap-south-1,189,3,46
12/13/2026,EC2,us-east-1,145,8,51
12/13/2026,EC2,eu-west-1,133,9,34
12/13/2026,RDS,ap-south-1,120,1,57
12/13/2026,RDS,us-east-1,185,5,40
12/13/2026,RDS,eu-west-1,144,5,30
12/13/2026,S3,ap-south-1,28,0,0
12/13/2026,S3,us-east-1,28,0,0
12/13/2026,S3,eu-west-1,38,0,0
12/14/2026,EC2,ap-south-1,84,6,57
12/14/2026,EC2,us-east-1,130,4,53
12/14/2026,EC2,eu-west-1,165,2,83
12/14/2026,RDS,ap-south-1,94,5,24
12/14/2026,RDS,us-east-1,62,1,42
12/14/2026,RDS,eu-west-1,195,3,23
12/14/2026,S3,ap-south-1,45,0,0
12/14/2026,S3,us-east-1,34,0,0
12/14/2026,S3,eu-west-1,37,0,0
12/15/2026,EC2,ap-south-1,130,6,28
12/15/2026,EC2,us-east-1,184,9,54
12/15/2026,EC2,eu-west-1,145,5,53
12/15/2026,RDS,ap-south-1,120,1,28
12/15/2026,RDS,us-east-1,84,3,64
12/15/2026,RDS,eu-west-1,99,4,45
12/15/2026,S3,ap-south-1,31,0,0
12/15/2026,S3,us-east-1,12,0,0
12/15/2026,S3,eu-west-1,41,0,0
12/16/2026,EC2,ap-south-1,133,8,72
12/16/2026,EC2,us-east-1,152,7,83
12/16/2026,EC2,eu-west-1,127,4,27
12/16/2026,RDS,ap-south-1,64,4,31
12/16/2026,RDS,us-east-1,168,3,35
12/16/2026,RDS,eu-west-1,124,5,55
12/16/2026,S3,ap-south-1,47,0,0
12/16/2026,S3,us-east-1,40,0,0
12/16/2026,S3,eu-west-1,19,0,0
12/17/2026,EC2,ap-south-1,168,8,74
12/17/2026,EC2,us-east-1,91,6,26
12/17/2026,EC2,eu-west-1,123,4,64
12/17/2026,RDS,ap-south-1,112,4,22
12/17/2026,RDS,us-east-1,129,3,35
12/17/2026,RDS,eu-west-1,65,1,55
12/17/2026,S3,ap-south-1,24,0,0
12/17/2026,S3,us-east-1,33,0,0
12/17/2026,S3,eu-west-1,48,0,0
12/18/2026,EC2,ap-south-1,198,2,40
12/18/2026,EC2,us-east-1,167,7,44
12/18/2026,EC2,eu-west-1,185,4,30
12/18/2026,RDS,ap-south-1,176,3,53
12/18/2026,RDS,us-east-1,165,1,36
12/18/2026,RDS,eu-west-1,108,3,51
12/18/2026,S3,ap-south-1,13,0,0
12/18/2026,S3,us-east-1,47,0,0
12/18/2026,S3,eu-west-1,31,0,0
12/19/2026,EC2,ap-south-1,133,6,30
12/19/2026,EC2,us-east-1,196,3,70
12/19/2026,EC2,eu-west-1,150,6,42
12/19/2026,RDS,ap-south-1,142,4,36
12/19/2026,RDS,us-east-1,73,2,65
12/19/2026,RDS,eu-west-1,83,5,40
12/19/2026,S3,ap-south-1,34,0,0
12/19/2026,S3,us-east-1,24,0,0
12/19/2026,S3,eu-west-1,49,0,0
12/20/2026,EC2,ap-south-1,571,10,49
12/20/2026,EC2,us-east-1,94,8,22
12/20/2026,EC2,eu-west-1,186,2,48
12/20/2026,RDS,ap-south-1,107,1,33
12/20/2026,RDS,us-east-1,101,4,68
12/20/2026,RDS,eu-west-1,77,5,53
12/20/2026,S3,ap-south-1,25,0,0
12/20/2026,S3,us-east-1,35,0,0
12/20/2026,S3,eu-west-1,14,0,0
12/21/2026,EC2,ap-south-1,105,2,77
12/21/2026,EC2,us-east-1,175,6,32
12/21/2026,EC2,eu-west-1,133,8,24
12/21/2026,RDS,ap-south-1,175,4,63
12/21/2026,RDS,us-east-1,65,3,54
12/21/2026,RDS,eu-west-1,77,2,24
12/21/2026,S3,ap-south-1,28,0,0
12/21/2026,S3,us-east-1,39,0,0
12/21/2026,S3,eu-west-1,24,0,0
12/22/2026,EC2,ap-south-1,165,6,68
12/22/2026,EC2,us-east-1,165,10,62
12/22/2026,EC2,eu-west-1,109,4,73
12/22/2026,RDS,ap-south-1,83,1,18
12/22/2026,RDS,us-east-1,177,2,15
12/22/2026,RDS,eu-west-1,111,5,48
12/22/2026,S3,ap-south-1,10,0,0
12/22/2026,S3,us-east-1,40,0,0
12/22/2026,S3,eu-west-1,37,0,0
12/23/2026,EC2,ap-south-1,114,2,34
12/23/2026,EC2,us-east-1,100,4,47
12/23/2026,EC2,eu-west-1,125,3,44
12/23/2026,RDS,ap-south-1,170,1,25
12/23/2026,RDS,us-east-1,197,3,24
12/23/2026,RDS,eu-west-1,95,4,23
12/23/2026,S3,ap-south-1,17,0,0
12/23/2026,S3,us-east-1,42,0,0
12/23/2026,S3,eu-west-1,35,0,0
12/24/2026,EC2,ap-south-1,499,3,34
12/24/2026,EC2,us-east-1,114,6,46
12/24/2026,EC2,eu-west-1,115,3,41
12/24/2026,RDS,ap-south-1,174,1,25
12/24/2026,RDS,us-east-1,154,2,56
12/24/2026,RDS,eu-west-1,65,3,69
12/24/2026,S3,ap-south-1,17,0,0
12/24/2026,S3,us-east-1,41,0,0
12/24/2026,S3,eu-west-1,31,0,0
12/25/2026,EC2,ap-south-1,143,10,76
12/25/2026,EC2,us-east-1,162,3,22
12/25/2026,EC2,eu-west-1,82,2,72
12/25/2026,RDS,ap-south-1,183,1,46
12/25/2026,RDS,us-east-1,157,3,29
12/25/2026,RDS,eu-west-1,160,4,33
12/25/2026,S3,ap-south-1,10,0,0
12/25/2026,S3,us-east-1,27,0,0
12/25/2026,S3,eu-west-1,28,0,0
12/26/2026,EC2,ap-south-1,138,4,68
12/26/2026,EC2,us-east-1,103,7,76
12/26/2026,EC2,eu-west-1,126,9,58
12/26/2026,RDS,ap-south-1,79,4,55
12/26/2026,RDS,us-east-1,141,3,69
12/26/2026,RDS,eu-west-1,97,3,64
12/26/2026,S3,ap-south-1,12,0,0
12/26/2026,S3,us-east-1,18,0,0
12/26/2026,S3,eu-west-1,28,0,0
12/27/2026,EC2,ap-south-1,169,10,69
12/27/2026,EC2,us-east-1,570,3,21
12/27/2026,EC2,eu-west-1,189,6,48
12/27/2026,RDS,ap-south-1,147,2,16
12/27/2026,RDS,us-east-1,76,5,20
12/27/2026,RDS,eu-west-1,75,1,60
12/27/2026,S3,ap-south-1,45,0,0
12/27/2026,S3,us-east-1,40,0,0
12/27/2026,S3,eu-west-1,25,0,0
12/28/2026,EC2,ap-south-1,96,2,29
12/28/2026,EC2,us-east-1,150,10,50
12/28/2026,EC2,eu-west-1,129,3,48
12/28/2026,RDS,ap-south-1,121,5,62
12/28/2026,RDS,us-east-1,133,4,52
12/28/2026,RDS,eu-west-1,135,5,16
12/28/2026,S3,ap-south-1,26,0,0
12/28/2026,S3,us-east-1,33,0,0
12/28/2026,S3,eu-west-1,22,0,0
12/29/2026,EC2,ap-south-1,184,4,84
12/29/2026,EC2,us-east-1,189,9,22
12/29/2026,EC2,eu-west-1,123,9,56
12/29/2026,RDS,ap-south-1,188,5,59
12/29/2026,RDS,us-east-1,137,2,54
12/29/2026,RDS,eu-west-1,194,3,31
12/29/2026,S3,ap-south-1,16,0,0
12/29/2026,S3,us-east-1,33,0,0
12/29/2026,S3,eu-west-1,28,0,0
12/30/2026,EC2,ap-south-1,197,2,33
12/30/2026,EC2,us-east-1,144,7,76
12/30/2026,EC2,eu-west-1,180,3,20
12/30/2026,RDS,ap-south-1,175,1,37
12/30/2026,RDS,us-east-1,119,1,45
12/30/2026,RDS,eu-west-1,113,4,39
12/30/2026,S3,ap-south-1,11,0,0
12/30/2026,S3,us-east-1,44,0,0
12/30/2026,S3,eu-west-1,49,0,0
12/31/2026,EC2,ap-south-1,141,8,23
12/31/2026,EC2,us-east-1,95,10,39
12/31/2026,EC2,eu-west-1,86,5,33
12/31/2026,RDS,ap-south-1,108,1,32
12/31/2026,RDS,us-east-1,200,3,70
12/31/2026,RDS,eu-west-1,94,1,37
12/31/2026,S3,ap-south-1,26,0,0
12/31/2026,S3,us-east-1,12,0,0
12/31/2026,S3,eu-west-1,29,0,0
1/1/2026,EC2,ap-south-1,135,10,25
1/1/2026,EC2,us-east-1,185,8,32
1/1/2026,EC2,eu-west-1,140,7,79
1/1/2026,RDS,ap-south-1,146,5,34
1/1/2026,RDS,us-east-1,179,3,40
1/1/2026,RDS,eu-west-1,164,5,48
1/1/2026,S3,ap-south-1,21,0,0
1/1/2026,S3,us-east-1,24,0,0
1/1/2026,S3,eu-west-1,11,0,0
1/2/2026,EC2,ap-south-1,98,8,64
1/2/2026,EC2,us-east-1,165,10,61
1/2/2026,EC2,eu-west-1,103,4,58
